txn_id,vehicle_id,plaza_id,txn_date,txn_time,amount,status,vehicle_type,bank_name,balance_before,balance_after
TXN001147,VEH5195,PLZ004,2024-05-07,23:43:58,70,SUCCESS,Car,Kotak,504,434
TXN001148,VEH6511,PLZ002,2024-05-30,09:15:05,100,SUCCESS,Bus,HDFC,856,756
TXN001149,VEH9539,PLZ006,2024-02-10,22:22:31,60,SUCCESS,Car,SBI,698,638
TXN001150,VEH2709,PLZ002,2024-01-28,13:32:18,200,SUCCESS,Truck,ICICI,713,513
TXN001151,VEH5814,PLZ002,2024-03-10,03:35:20,70,FAILED,Car,ICICI,809,809
TXN001152,VEH8828,PLZ001,2024-02-07,10:33:59,100,SUCCESS,Bus,Axis,737,637
TXN001153,VEH7096,PLZ002,2024-05-22,14:58:13,150,SUCCESS,Truck,SBI,544,394
TXN001154,VEH2014,PLZ002,2024-02-26,21:06:12,50,SUCCESS,Car,Kotak,757,707
TXN001155,VEH2051,PLZ001,2024-01-09,00:29:16,120,SUCCESS,Bus,Axis,232,112
TXN001156,VEH5896,PLZ002,2024-01-29,16:25:26,60,SUCCESS,Car,HDFC,841,781
TXN001157,VEH5844,PLZ003,2024-03-06,04:24:01,60,SUCCESS,Car,HDFC,379,319
TXN001158,VEH2848,PLZ003,2024-05-11,20:48:34,100,SUCCESS,Bus,Axis,297,197
TXN001159,VEH4297,PLZ001,2024-03-01,19:51:53,150,SUCCESS,Truck,HDFC,601,451
TXN001160,VEH8173,PLZ002,2024-06-01,08:01:20,100,SUCCESS,Bus,SBI,389,289
TXN001161,VEH5357,PLZ002,2024-04-10,12:09:57,200,SUCCESS,Truck,ICICI,351,151
TXN001162,VEH5634,PLZ002,2024-02-02,15:45:33,200,SUCCESS,Truck,ICICI,580,380
TXN001163,VEH1250,PLZ001,2024-04-02,06:21:33,120,SUCCESS,Bus,ICICI,346,226
TXN001164,VEH1567,PLZ005,2024-05-12,17:42:22,200,SUCCESS,Truck,Kotak,280,80
TXN001165,VEH1295,PLZ003,2024-06-02,09:11:41,60,REVERSED,Car,ICICI,521,521
TXN001166,VEH1267,PLZ005,2024-05-18,14:45:02,180,SUCCESS,Truck,ICICI,540,360
TXN001167,VEH4808,PLZ001,2024-05-12,10:12:26,70,SUCCESS,Car,ICICI,984,914
TXN001168,VEH7844,PLZ006,2024-06-02,18:04:09,60,SUCCESS,Car,HDFC,776,716
TXN001169,VEH8490,PLZ002,2024-03-08,14:29:23,100,SUCCESS,Bus,SBI,457,357
TXN001170,VEH8623,PLZ003,2024-04-25,11:51:13,120,SUCCESS,Bus,SBI,851,731
TXN001171,VEH7028,PLZ001,2024-03-13,05:12:37,50,SUCCESS,Car,HDFC,452,402
TXN001172,VEH4355,PLZ006,2024-01-28,23:01:40,180,SUCCESS,Truck,SBI,819,639
TXN001173,VEH3892,PLZ006,2024-06-07,04:53:31,150,FAILED,Truck,HDFC,286,286
TXN001174,VEH1926,PLZ005,2024-03-06,02:51:54,100,SUCCESS,Bus,Axis,483,383
TXN001175,VEH6546,PLZ001,2024-04-18,14:30:31,50,SUCCESS,Car,Axis,714,664
TXN001176,VEH5575,PLZ002,2024-05-29,21:06:35,180,REVERSED,Truck,Kotak,259,259
TXN001177,VEH1637,PLZ002,2024-01-25,19:20:13,140,SUCCESS,Bus,Axis,949,809
TXN001178,VEH5412,PLZ006,2024-06-04,14:28:11,70,SUCCESS,Car,SBI,481,411
TXN001179,VEH7815,PLZ005,2024-03-15,11:01:56,70,SUCCESS,Car,Kotak,492,422
TXN001180,VEH6219,PLZ002,2024-01-18,22:31:22,150,REVERSED,Truck,Kotak,491,491
TXN001181,VEH9670,PLZ004,2024-06-05,23:27:56,100,SUCCESS,Bus,SBI,660,560
TXN001182,VEH9578,PLZ005,2024-03-28,11:03:08,50,SUCCESS,Car,Kotak,558,508
TXN001183,VEH9333,PLZ004,2024-05-14,23:35:27,180,SUCCESS,Truck,HDFC,557,377
TXN001184,VEH1976,PLZ003,2024-02-04,12:23:21,200,SUCCESS,Truck,Axis,983,783
TXN001185,VEH9139,PLZ002,2024-06-25,05:28:39,180,SUCCESS,Truck,Axis,896,716
TXN001186,VEH5113,PLZ005,2024-02-26,00:18:23,200,SUCCESS,Truck,Kotak,819,619
TXN001187,VEH7027,PLZ001,2024-03-03,17:53:25,60,SUCCESS,Car,Axis,858,798
TXN001188,VEH1368,PLZ004,2024-05-28,07:23:02,100,SUCCESS,Bus,Axis,741,641
TXN001189,VEH6780,PLZ004,2024-01-08,18:25:18,100,SUCCESS,Bus,Kotak,384,284
TXN001190,VEH9997,PLZ003,2024-06-10,02:07:49,70,SUCCESS,Car,ICICI,348,278
TXN001191,VEH2591,PLZ003,2024-05-31,20:48:14,200,SUCCESS,Truck,HDFC,633,433
TXN001192,VEH9938,PLZ006,2024-03-24,16:17:33,180,SUCCESS,Truck,ICICI,366,186
TXN001193,VEH3162,PLZ001,2024-05-26,16:26:36,150,SUCCESS,Truck,HDFC,994,844
TXN001194,VEH4745,PLZ002,2024-02-13,17:16:31,50,SUCCESS,Car,Kotak,627,577
TXN001195,VEH9004,PLZ005,2024-05-17,21:14:56,100,SUCCESS,Bus,Kotak,449,349
TXN001196,VEH1452,PLZ003,2024-03-07,03:05:01,180,SUCCESS,Truck,ICICI,546,366
TXN001197,VEH7610,PLZ004,2024-02-24,05:05:08,70,SUCCESS,Car,ICICI,207,137
TXN001198,VEH8995,PLZ005,2024-01-16,10:34:31,140,SUCCESS,Bus,Kotak,957,817
TXN001199,VEH5852,PLZ003,2024-05-07,05:10:49,180,SUCCESS,Truck,Kotak,516,336
TXN001200,VEH1542,PLZ003,2024-06-02,07:39:11,120,FAILED,Bus,Axis,285,285
TXN001201,VEH1203,PLZ003,2024-06-24,15:26:19,180,SUCCESS,Truck,Kotak,621,441
TXN001202,VEH3687,PLZ001,2024-02-02,11:51:06,150,SUCCESS,Truck,SBI,242,92
TXN001203,VEH6309,PLZ006,2024-06-07,04:30:14,50,SUCCESS,Car,Kotak,221,171
TXN001204,VEH1316,PLZ005,2024-02-09,01:40:11,60,FAILED,Car,HDFC,212,212
TXN001205,VEH6876,PLZ001,2024-02-10,12:31:49,200,SUCCESS,Truck,ICICI,398,198
TXN001206,VEH9342,PLZ006,2024-03-09,15:01:33,120,SUCCESS,Bus,HDFC,824,704
TXN001207,VEH5126,PLZ004,2024-02-14,09:40:14,200,SUCCESS,Truck,ICICI,309,109
TXN001208,VEH6113,PLZ001,2024-04-12,17:13:14,70,SUCCESS,Car,Axis,381,311
TXN001209,VEH3269,PLZ005,2024-03-02,05:25:33,140,SUCCESS,Bus,Axis,211,71
TXN001210,VEH8245,PLZ001,2024-05-21,22:05:32,150,SUCCESS,Truck,Kotak,688,538
TXN001211,VEH9742,PLZ004,2024-03-11,02:10:44,200,SUCCESS,Truck,SBI,565,365
TXN001212,VEH8341,PLZ002,2024-05-08,05:05:28,200,SUCCESS,Truck,HDFC,690,490
TXN001213,VEH9144,PLZ006,2024-01-19,15:12:26,120,SUCCESS,Bus,SBI,664,544
TXN001214,VEH9801,PLZ004,2024-06-13,14:22:53,200,FAILED,Truck,Axis,948,948
TXN001215,VEH4881,PLZ005,2024-05-25,17:36:23,50,SUCCESS,Car,HDFC,212,162
TXN001216,VEH5048,PLZ005,2024-04-29,11:53:28,140,SUCCESS,Bus,Kotak,281,141
TXN001217,VEH5910,PLZ002,2024-02-22,13:10:28,200,SUCCESS,Truck,HDFC,488,288
TXN001218,VEH7793,PLZ004,2024-01-01,09:44:21,200,SUCCESS,Truck,ICICI,946,746
TXN001219,VEH5652,PLZ004,2024-05-16,15:49:45,120,FAILED,Bus,SBI,391,391
TXN001220,VEH7786,PLZ006,2024-06-18,21:46:25,120,SUCCESS,Bus,ICICI,806,686
TXN001221,VEH7317,PLZ004,2024-05-01,18:33:11,200,SUCCESS,Truck,Kotak,548,348
TXN001222,VEH5673,PLZ005,2024-06-10,17:27:34,120,SUCCESS,Bus,ICICI,752,632
TXN001223,VEH8746,PLZ004,2024-05-07,11:56:32,60,SUCCESS,Car,Axis,308,248
TXN001224,VEH1020,PLZ001,2024-06-22,10:30:22,70,SUCCESS,Car,Kotak,210,140
TXN001225,VEH6172,PLZ001,2024-05-02,13:00:33,70,SUCCESS,Car,ICICI,781,711
TXN001226,VEH9728,PLZ006,2024-02-20,16:48:09,140,SUCCESS,Bus,Kotak,958,818
TXN001227,VEH7728,PLZ004,2024-03-30,20:30:30,60,SUCCESS,Car,HDFC,896,836
TXN001228,VEH2494,PLZ005,2024-05-01,21:49:50,70,SUCCESS,Car,HDFC,755,685
TXN001229,VEH2097,PLZ005,2024-06-06,02:24:11,100,SUCCESS,Bus,HDFC,638,538
TXN001230,VEH8894,PLZ006,2024-01-25,06:56:57,150,SUCCESS,Truck,ICICI,688,538
TXN001231,VEH2792,PLZ001,2024-01-22,12:51:19,180,SUCCESS,Truck,ICICI,389,209
TXN001232,VEH3321,PLZ002,2024-05-29,23:50:57,200,SUCCESS,Truck,Axis,548,348
TXN001233,VEH3069,PLZ002,2024-04-30,05:45:53,50,SUCCESS,Car,SBI,719,669
TXN001234,VEH1143,PLZ005,2024-05-23,18:26:04,120,SUCCESS,Bus,Axis,209,89
TXN001235,VEH8953,PLZ006,2024-05-12,08:47:30,180,SUCCESS,Truck,Axis,643,463
TXN001236,VEH2850,PLZ004,2024-05-07,23:59:57,50,SUCCESS,Car,HDFC,832,782
TXN001237,VEH1667,PLZ003,2024-04-15,01:27:24,70,SUCCESS,Car,Kotak,827,757
TXN001238,VEH7967,PLZ001,2024-05-19,00:44:19,200,SUCCESS,Truck,HDFC,730,530
TXN001239,VEH5282,PLZ006,2024-01-01,05:59:35,180,FAILED,Truck,HDFC,627,627
TXN001240,VEH4349,PLZ001,2024-02-19,15:01:32,100,SUCCESS,Bus,HDFC,741,641
TXN001241,VEH9926,PLZ003,2024-01-07,21:35:25,70,SUCCESS,Car,ICICI,240,170
TXN001242,VEH3414,PLZ006,2024-03-15,04:01:37,100,SUCCESS,Bus,Kotak,270,170
TXN001243,VEH5588,PLZ001,2024-02-09,10:17:17,140,SUCCESS,Bus,Axis,337,197
TXN001244,VEH8354,PLZ003,2024-04-23,13:11:42,60,SUCCESS,Car,HDFC,916,856
TXN001245,VEH2560,PLZ002,2024-06-08,18:38:42,200,FAILED,Truck,Kotak,565,565
TXN001246,VEH4143,PLZ004,2024-04-14,03:38:45,150,SUCCESS,Truck,SBI,729,579
TXN001247,VEH1043,PLZ005,2024-04-19,03:59:51,140,FAILED,Bus,Kotak,207,207
TXN001248,VEH6082,PLZ006,2024-03-25,15:00:26,70,SUCCESS,Car,Kotak,318,248
TXN001249,VEH3304,PLZ006,2024-01-16,17:05:26,100,SUCCESS,Bus,Axis,325,225
TXN001250,VEH5465,PLZ002,2024-06-29,23:09:05,70,SUCCESS,Car,Kotak,737,667
TXN001251,VEH5404,PLZ003,2024-04-10,15:28:08,180,FAILED,Truck,SBI,639,639
TXN001252,VEH5760,PLZ001,2024-02-19,23:42:09,100,FAILED,Bus,SBI,894,894
TXN001253,VEH4495,PLZ004,2024-03-25,08:29:19,120,SUCCESS,Bus,Axis,351,231
TXN001254,VEH1552,PLZ004,2024-06-01,12:26:21,120,SUCCESS,Bus,Kotak,402,282
TXN001255,VEH4307,PLZ006,2024-04-03,04:49:46,100,SUCCESS,Bus,ICICI,872,772
TXN001256,VEH9671,PLZ004,2024-05-23,05:51:32,100,SUCCESS,Bus,Kotak,731,631
TXN001257,VEH7189,PLZ006,2024-01-13,12:00:20,70,SUCCESS,Car,ICICI,816,746
TXN001258,VEH6476,PLZ002,2024-06-05,19:49:48,140,SUCCESS,Bus,SBI,869,729
TXN001259,VEH3192,PLZ005,2024-01-20,15:22:18,60,SUCCESS,Car,ICICI,600,540
TXN001260,VEH5531,PLZ002,2024-05-10,16:28:04,150,SUCCESS,Truck,Axis,367,217
TXN001261,VEH7464,PLZ005,2024-04-11,04:42:27,140,SUCCESS,Bus,SBI,702,562
TXN001262,VEH8964,PLZ005,2024-04-04,14:14:31,200,SUCCESS,Truck,Kotak,220,20
TXN001263,VEH5261,PLZ003,2024-02-10,15:50:05,140,SUCCESS,Bus,Kotak,571,431
TXN001264,VEH8247,PLZ005,2024-05-07,11:04:24,200,SUCCESS,Truck,Kotak,597,397
TXN001265,VEH4544,PLZ006,2024-01-28,04:30:09,50,FAILED,Car,ICICI,690,690
TXN001266,VEH8064,PLZ001,2024-06-03,07:41:07,120,SUCCESS,Bus,HDFC,268,148
TXN001267,VEH9668,PLZ001,2024-05-15,03:42:56,180,SUCCESS,Truck,ICICI,781,601
TXN001268,VEH3071,PLZ002,2024-02-10,13:57:49,150,REVERSED,Truck,Axis,471,471
TXN001269,VEH5050,PLZ003,2024-04-27,12:23:48,60,SUCCESS,Car,Kotak,333,273
TXN001270,VEH1713,PLZ004,2024-03-21,10:00:59,150,SUCCESS,Truck,Kotak,525,375
TXN001271,VEH2111,PLZ005,2024-03-16,11:36:07,100,SUCCESS,Bus,HDFC,504,404
TXN001272,VEH8868,PLZ003,2024-02-03,11:15:51,140,SUCCESS,Bus,Axis,496,356
TXN001273,VEH9423,PLZ003,2024-05-17,14:52:03,180,SUCCESS,Truck,ICICI,787,607
TXN001274,VEH8939,PLZ006,2024-06-06,03:29:06,120,SUCCESS,Bus,Kotak,596,476
TXN001275,VEH9980,PLZ004,2024-05-22,19:40:05,100,SUCCESS,Bus,Axis,369,269
TXN001276,VEH5203,PLZ005,2024-01-29,16:34:28,180,REVERSED,Truck,Kotak,862,862
TXN001277,VEH8742,PLZ002,2024-01-28,21:40:48,140,SUCCESS,Bus,HDFC,704,564
TXN001278,VEH7189,PLZ006,2024-05-05,21:31:40,120,SUCCESS,Bus,Axis,818,698
TXN001279,VEH5826,PLZ003,2024-01-20,14:20:43,180,SUCCESS,Truck,HDFC,875,695
TXN001280,VEH7463,PLZ005,2024-05-25,05:28:37,120,SUCCESS,Bus,Kotak,850,730
TXN001281,VEH7938,PLZ002,2024-04-09,10:28:29,200,REVERSED,Truck,ICICI,352,352
TXN001282,VEH3508,PLZ004,2024-01-02,23:56:50,140,SUCCESS,Bus,ICICI,314,174
TXN001283,VEH3262,PLZ006,2024-03-28,02:39:29,150,SUCCESS,Truck,ICICI,803,653
TXN001284,VEH7030,PLZ001,2024-01-31,20:50:25,180,SUCCESS,Truck,SBI,989,809
TXN001285,VEH3426,PLZ006,2024-04-10,02:54:25,120,FAILED,Bus,ICICI,426,426
TXN001286,VEH8923,PLZ004,2024-02-19,11:12:28,140,FAILED,Bus,SBI,304,304
TXN001287,VEH3320,PLZ001,2024-06-20,19:51:29,50,FAILED,Car,Kotak,205,205
TXN001288,VEH9559,PLZ002,2024-01-06,21:13:18,70,SUCCESS,Car,HDFC,353,283
TXN001289,VEH6517,PLZ004,2024-01-08,02:42:52,150,SUCCESS,Truck,Kotak,698,548
TXN001290,VEH3561,PLZ003,2024-05-17,10:19:21,180,REVERSED,Truck,ICICI,493,493
TXN001291,VEH2788,PLZ002,2024-06-06,12:10:16,150,SUCCESS,Truck,Kotak,909,759
TXN001292,VEH2618,PLZ003,2024-04-17,09:09:17,120,SUCCESS,Bus,Kotak,869,749
TXN001293,VEH8288,PLZ002,2024-06-07,08:50:34,60,SUCCESS,Car,Kotak,1000,940
TXN001294,VEH2850,PLZ004,2024-04-11,06:44:07,200,FAILED,Truck,ICICI,378,378
TXN001295,VEH3987,PLZ004,2024-04-15,08:07:53,150,SUCCESS,Truck,SBI,216,66
TXN001296,VEH1205,PLZ006,2024-05-22,11:36:31,50,SUCCESS,Car,Axis,316,266
TXN001297,VEH3866,PLZ006,2024-02-28,19:41:39,140,SUCCESS,Bus,HDFC,619,479
TXN001298,VEH2486,PLZ002,2024-03-30,04:55:42,120,SUCCESS,Bus,HDFC,780,660
TXN001299,VEH5738,PLZ001,2024-06-01,19:42:51,70,SUCCESS,Car,HDFC,489,419
TXN001300,VEH8064,PLZ004,2024-03-21,07:34:15,180,FAILED,Truck,Kotak,536,536
TXN001301,VEH2745,PLZ001,2024-01-21,00:06:22,120,SUCCESS,Bus,Kotak,743,623
TXN001302,VEH3384,PLZ003,2024-03-06,08:06:35,60,FAILED,Car,HDFC,964,964
TXN001303,VEH5348,PLZ006,2024-02-16,15:28:38,120,SUCCESS,Bus,Axis,762,642
TXN001304,VEH5599,PLZ001,2024-04-25,10:24:32,100,SUCCESS,Bus,ICICI,400,300
TXN001305,VEH3628,PLZ003,2024-03-17,03:16:42,150,SUCCESS,Truck,Kotak,647,497
TXN001306,VEH9847,PLZ004,2024-06-15,10:22:09,50,SUCCESS,Car,ICICI,948,898
TXN001307,VEH2568,PLZ003,2024-03-04,08:19:45,50,SUCCESS,Car,Kotak,763,713
TXN001308,VEH4442,PLZ002,2024-02-09,17:56:54,180,SUCCESS,Truck,Kotak,478,298
TXN001309,VEH5560,PLZ006,2024-05-30,05:10:56,120,SUCCESS,Bus,Kotak,909,789
TXN001310,VEH9754,PLZ006,2024-03-31,16:37:47,60,SUCCESS,Car,Axis,375,315
TXN001311,VEH1674,PLZ001,2024-06-20,11:28:40,200,SUCCESS,Truck,Kotak,827,627
TXN001312,VEH5120,PLZ003,2024-06-01,02:58:19,120,SUCCESS,Bus,ICICI,859,739
TXN001313,VEH4450,PLZ003,2024-05-27,00:14:41,50,SUCCESS,Car,ICICI,530,480
TXN001314,VEH3156,PLZ004,2024-01-06,00:39:45,100,SUCCESS,Bus,HDFC,894,794
TXN001315,VEH4878,PLZ002,2024-02-26,00:11:41,50,SUCCESS,Car,HDFC,619,569
TXN001316,VEH2074,PLZ006,2024-02-18,14:39:14,120,SUCCESS,Bus,Kotak,512,392
TXN001317,VEH5036,PLZ001,2024-04-10,19:10:08,100,SUCCESS,Bus,HDFC,968,868
TXN001318,VEH7492,PLZ002,2024-06-03,14:14:02,60,SUCCESS,Car,ICICI,678,618
TXN001319,VEH3485,PLZ005,2024-06-27,12:16:38,140,FAILED,Bus,Kotak,838,838
TXN001320,VEH6665,PLZ001,2024-05-03,21:46:50,200,FAILED,Truck,SBI,597,597
TXN001321,VEH1502,PLZ003,2024-05-20,00:14:43,70,SUCCESS,Car,Axis,396,326
TXN001322,VEH5289,PLZ006,2024-05-10,05:24:11,150,SUCCESS,Truck,HDFC,664,514
TXN001323,VEH3987,PLZ005,2024-06-20,07:45:53,200,FAILED,Truck,Axis,945,945
TXN001324,VEH3538,PLZ003,2024-02-28,21:35:23,140,SUCCESS,Bus,SBI,261,121
TXN001325,VEH2180,PLZ005,2024-02-04,18:12:06,140,SUCCESS,Bus,SBI,577,437
TXN001326,VEH3463,PLZ006,2024-01-28,09:08:30,60,SUCCESS,Car,SBI,506,446
TXN001327,VEH4070,PLZ003,2024-01-29,19:56:17,180,SUCCESS,Truck,HDFC,784,604
TXN001328,VEH3854,PLZ004,2024-03-26,21:30:25,60,SUCCESS,Car,Axis,304,244
TXN001329,VEH2843,PLZ001,2024-04-19,10:32:51,120,SUCCESS,Bus,SBI,289,169
TXN001330,VEH4954,PLZ001,2024-06-13,23:11:01,120,SUCCESS,Bus,HDFC,259,139
TXN001331,VEH3183,PLZ001,2024-01-07,12:25:35,100,REVERSED,Bus,Axis,566,566
TXN001332,VEH9334,PLZ006,2024-04-22,23:17:24,180,FAILED,Truck,HDFC,906,906
TXN001333,VEH7053,PLZ004,2024-01-20,19:08:31,200,SUCCESS,Truck,HDFC,576,376
TXN001334,VEH4141,PLZ002,2024-03-11,11:18:05,180,SUCCESS,Truck,ICICI,493,313
TXN001335,VEH3879,PLZ005,2024-03-19,20:24:17,200,SUCCESS,Truck,HDFC,631,431
TXN001336,VEH1339,PLZ005,2024-06-29,01:13:15,200,SUCCESS,Truck,SBI,904,704
TXN001337,VEH8423,PLZ006,2024-02-02,13:08:59,140,SUCCESS,Bus,ICICI,439,299
TXN001338,VEH6349,PLZ001,2024-01-02,22:58:45,60,SUCCESS,Car,SBI,443,383
TXN001339,VEH3712,PLZ004,2024-06-01,10:26:10,150,SUCCESS,Truck,Axis,841,691
TXN001340,VEH4048,PLZ005,2024-04-14,00:33:24,180,SUCCESS,Truck,HDFC,933,753
TXN001341,VEH5171,PLZ003,2024-03-30,15:39:39,50,SUCCESS,Car,HDFC,866,816
TXN001342,VEH7642,PLZ006,2024-05-09,17:44:25,50,SUCCESS,Car,Axis,786,736
TXN001343,VEH2105,PLZ001,2024-05-16,04:17:19,150,SUCCESS,Truck,SBI,518,368
TXN001344,VEH2680,PLZ004,2024-04-07,04:46:09,120,SUCCESS,Bus,Axis,967,847
TXN001345,VEH8768,PLZ003,2024-02-08,11:54:19,100,FAILED,Bus,SBI,535,535
TXN001346,VEH2324,PLZ005,2024-03-17,06:03:27,100,SUCCESS,Bus,HDFC,742,642
TXN001347,VEH4845,PLZ005,2024-05-15,12:56:02,70,FAILED,Car,SBI,684,684
TXN001348,VEH9845,PLZ005,2024-02-21,23:56:40,70,SUCCESS,Car,SBI,579,509
TXN001349,VEH3652,PLZ001,2024-01-15,14:02:16,150,FAILED,Truck,Axis,214,214
TXN001350,VEH6026,PLZ005,2024-02-07,14:22:57,150,SUCCESS,Truck,HDFC,235,85
TXN001351,VEH7089,PLZ005,2024-06-09,08:12:31,180,SUCCESS,Truck,Kotak,282,102
TXN001352,VEH3527,PLZ002,2024-01-09,13:13:32,180,FAILED,Truck,Kotak,358,358
TXN001353,VEH8005,PLZ002,2024-06-09,21:52:58,50,SUCCESS,Car,ICICI,933,883
TXN001354,VEH7810,PLZ003,2024-04-25,11:21:14,70,FAILED,Car,HDFC,621,621
TXN001355,VEH7477,PLZ001,2024-04-09,16:33:13,140,SUCCESS,Bus,Kotak,379,239
TXN001356,VEH8788,PLZ006,2024-02-11,15:07:14,50,REVERSED,Car,HDFC,717,717
TXN001357,VEH9199,PLZ003,2024-01-29,20:06:56,150,FAILED,Truck,Kotak,714,714
TXN001358,VEH3875,PLZ001,2024-02-13,21:15:38,60,SUCCESS,Car,Kotak,797,737
TXN001359,VEH4040,PLZ003,2024-02-13,07:48:47,60,FAILED,Car,ICICI,544,544
TXN001360,VEH5289,PLZ001,2024-02-09,14:59:07,50,SUCCESS,Car,SBI,273,223
TXN001361,VEH9780,PLZ006,2024-02-28,09:59:48,200,SUCCESS,Truck,SBI,837,637
TXN001362,VEH4161,PLZ002,2024-06-29,23:04:57,100,FAILED,Bus,HDFC,494,494
TXN001363,VEH2644,PLZ001,2024-05-07,04:46:09,120,REVERSED,Bus,Axis,517,517
TXN001364,VEH1845,PLZ005,2024-01-27,22:37:53,120,SUCCESS,Bus,ICICI,510,390
TXN001365,VEH6695,PLZ005,2024-03-15,09:54:35,180,REVERSED,Truck,ICICI,761,761
TXN001366,VEH6639,PLZ003,2024-05-04,14:41:29,140,FAILED,Bus,Kotak,682,682
TXN001367,VEH6212,PLZ001,2024-04-22,03:36:45,200,SUCCESS,Truck,ICICI,605,405
TXN001368,VEH7339,PLZ003,2024-01-01,07:42:05,150,SUCCESS,Truck,Axis,970,820
TXN001369,VEH5346,PLZ001,2024-06-19,13:06:35,140,SUCCESS,Bus,Kotak,290,150
TXN001370,VEH9709,PLZ001,2024-01-14,22:31:27,140,SUCCESS,Bus,Axis,698,558
TXN001371,VEH3187,PLZ002,2024-01-19,12:17:37,150,SUCCESS,Truck,Axis,957,807
TXN001372,VEH6217,PLZ004,2024-02-22,22:14:39,60,SUCCESS,Car,Axis,236,176
TXN001373,VEH2849,PLZ005,2024-06-12,22:15:03,70,SUCCESS,Car,ICICI,907,837
TXN001374,VEH6826,PLZ003,2024-02-23,01:22:33,140,SUCCESS,Bus,Kotak,857,717
TXN001375,VEH7389,PLZ002,2024-04-15,03:09:51,100,FAILED,Bus,Axis,463,463
TXN001376,VEH1896,PLZ001,2024-05-16,05:03:29,70,SUCCESS,Car,Kotak,888,818
TXN001377,VEH4214,PLZ003,2024-05-11,12:05:56,140,SUCCESS,Bus,HDFC,345,205
TXN001378,VEH4999,PLZ002,2024-04-24,07:48:39,70,SUCCESS,Car,SBI,983,913
TXN001379,VEH5380,PLZ003,2024-06-25,14:53:30,140,SUCCESS,Bus,ICICI,477,337
TXN001380,VEH9188,PLZ005,2024-05-08,22:55:42,180,SUCCESS,Truck,Axis,313,133
TXN001381,VEH3771,PLZ002,2024-01-01,20:00:12,120,SUCCESS,Bus,Axis,213,93
TXN001382,VEH2149,PLZ002,2024-05-26,11:46:59,50,SUCCESS,Car,SBI,844,794
TXN001383,VEH1910,PLZ005,2024-01-15,12:21:22,150,SUCCESS,Truck,Axis,407,257
TXN001384,VEH5702,PLZ001,2024-02-05,18:08:56,200,FAILED,Truck,Axis,441,441
TXN001385,VEH3435,PLZ003,2024-03-19,05:11:11,180,SUCCESS,Truck,Axis,315,135
TXN001386,VEH3150,PLZ004,2024-01-19,11:05:48,120,FAILED,Bus,Kotak,670,670
TXN001387,VEH6718,PLZ002,2024-01-02,23:03:17,100,SUCCESS,Bus,ICICI,884,784
TXN001388,VEH8943,PLZ001,2024-01-17,16:55:23,70,SUCCESS,Car,Kotak,525,455
TXN001389,VEH5736,PLZ006,2024-01-09,00:57:03,180,SUCCESS,Truck,Axis,830,650
TXN001390,VEH2341,PLZ003,2024-05-05,07:18:26,180,SUCCESS,Truck,Kotak,500,320
TXN001391,VEH5243,PLZ002,2024-03-19,05:28:05,50,SUCCESS,Car,HDFC,431,381
TXN001392,VEH2315,PLZ003,2024-05-29,19:29:35,180,FAILED,Truck,Kotak,241,241
TXN001393,VEH2989,PLZ001,2024-01-15,00:47:43,50,SUCCESS,Car,SBI,916,866
TXN001394,VEH2238,PLZ001,2024-01-19,00:08:09,180,SUCCESS,Truck,Axis,810,630
TXN001395,VEH7919,PLZ006,2024-06-14,08:29:35,50,SUCCESS,Car,SBI,429,379
TXN001396,VEH9480,PLZ006,2024-06-18,19:19:18,50,SUCCESS,Car,Axis,884,834
TXN001397,VEH7311,PLZ006,2024-01-18,02:55:23,200,FAILED,Truck,SBI,969,969
TXN001398,VEH4717,PLZ001,2024-06-23,15:55:13,100,SUCCESS,Bus,SBI,726,626
TXN001399,VEH2951,PLZ001,2024-04-22,12:32:16,50,SUCCESS,Car,HDFC,331,281
TXN001400,VEH3463,PLZ006,2024-02-28,12:04:31,200,SUCCESS,Truck,SBI,794,594
TXN001401,VEH7267,PLZ003,2024-01-11,02:43:42,70,SUCCESS,Car,ICICI,277,207
TXN001402,VEH6369,PLZ003,2024-06-23,08:51:00,200,SUCCESS,Truck,ICICI,950,750
TXN001403,VEH6125,PLZ003,2024-05-06,12:11:57,200,SUCCESS,Truck,SBI,203,3
TXN001404,VEH3551,PLZ002,2024-01-28,06:57:01,100,FAILED,Bus,Axis,900,900
TXN001405,VEH5041,PLZ001,2024-06-20,21:43:33,140,FAILED,Bus,HDFC,992,992
TXN001406,VEH7382,PLZ004,2024-05-07,20:16:16,200,REVERSED,Truck,Axis,892,892
TXN001407,VEH7516,PLZ004,2024-03-26,08:16:21,200,SUCCESS,Truck,SBI,469,269
TXN001408,VEH8650,PLZ004,2024-02-15,12:53:44,150,SUCCESS,Truck,Kotak,534,384
TXN001409,VEH4514,PLZ001,2024-02-16,16:25:06,70,REVERSED,Car,SBI,771,771
TXN001410,VEH4238,PLZ002,2024-03-18,14:58:43,180,FAILED,Truck,Axis,929,929
TXN001411,VEH9399,PLZ006,2024-02-06,21:10:19,200,SUCCESS,Truck,SBI,578,378
TXN001412,VEH2424,PLZ005,2024-02-07,06:02:01,140,SUCCESS,Bus,Kotak,916,776
TXN001413,VEH4363,PLZ006,2024-01-24,10:09:24,60,SUCCESS,Car,HDFC,713,653
TXN001414,VEH4138,PLZ004,2024-06-24,07:25:57,120,SUCCESS,Bus,ICICI,670,550
